List the country of Tokaj wine region ,list the country of <A> ,['http://dbpedia.org/resource/Tokaj_wine_region'],['http://dbpedia.org/resource/Tokaj_wine_region'],1.0,1.0
Who are the golf players whose college is Arizona State Sun Devils,who are the golf players whose college is <A>,['http://dbpedia.org/resource/Arizona_State_Sun_Devils'],['http://dbpedia.org/resource/Arizona_State_Sun_Devils'],1.0,1.0
Where is the successor of john waldo from,where is the successor of <A> from,['http://dbpedia.org/resource/John_B._Waldo'],['http://dbpedia.org/resource/John_Waldo'],0.0,0.0
Which home town of Cline Buckens is the place of Death of Richard heron ,which home town of cline <A> is the place of death of <B> ,"['http://dbpedia.org/resource/Céline_Buckens', 'http://dbpedia.org/resource/Richard_Heron']","['http://dbpedia.org/resource/Buckens', 'http://dbpedia.org/resource/Richard_Heron']",0.5,0.5
Name some cars similar to the ones which are assembled at the Jefferson North Assembly,name some cars similar to the ones which are assembled at the <A>,['http://dbpedia.org/resource/Jefferson_North_Assembly'],['http://dbpedia.org/resource/Jefferson_North_Assembly'],1.0,1.0
Which awards are presented by the committee located in Stockholm,which awards are presented by the committee located in <A>,['http://dbpedia.org/resource/Stockholm'],['http://dbpedia.org/resource/1989_Stockholm_Open'],0.0,0.0
Which school did Robbie Diack attend,which school did <A> attend,['http://dbpedia.org/resource/Robbie_Diack'],['http://dbpedia.org/resource/Robbie_Diack'],1.0,1.0
Who is the film star of On Air with Ryan Seacrest ,who is the film star of <A> ,['http://dbpedia.org/resource/On_Air_with_Ryan_Seacrest'],['http://dbpedia.org/resource/On_Air_With_Ryan_Seacrest'],0.0,0.0
List everything in which saxophone players have been casted.,list everything in which <A> players have been casted.,['http://dbpedia.org/resource/Saxophone'],['http://dbpedia.org/resource/Saxophone'],1.0,1.0
Who wrote Catch My soul ,who wrote my <A> ,['http://dbpedia.org/resource/Catch_My_Soul_(UK_stage_version)'],['http://dbpedia.org/resource/Blue-eyed_soul'],0.0,0.0
Who is the builder of Atamurat-Kerkichi Bridge ,who is the builder of <A> ,['http://dbpedia.org/resource/Atamurat-Kerkichi_Bridge'],['http://dbpedia.org/resource/Atamurat-Kerkichi_Bridge'],1.0,1.0
How many bands collaborated with artists who signed up with EMI,how many bands collaborated with artists who signed up with <A>,['http://dbpedia.org/resource/EMI'],['http://dbpedia.org/resource/EMI'],1.0,1.0
To which destinations does Air 2000 fly,to which destinations does <A> fly,['http://dbpedia.org/resource/Air_2000'],['http://dbpedia.org/resource/Air_2000'],1.0,1.0
How many factions were fighting in the wars where Blue Jacket was a commander,how many factions were fighting in the wars where <A> was a commander,['http://dbpedia.org/resource/Blue_Jacket'],['http://dbpedia.org/resource/Blue_Jacket'],1.0,1.0
Did Stan Lee write the Daredevils,did <B> write <A>,"['http://dbpedia.org/resource/The_Daredevils', 'http://dbpedia.org/resource/Stan_Lee']","['http://dbpedia.org/resource/Stan_Lee', 'http://dbpedia.org/resource/The_Daredevils']",1.0,1.0
How many record labels publish works of Jazz fusion,how many record labels publish works of <A>,['http://dbpedia.org/resource/Jazz_fusion'],['http://dbpedia.org/resource/Jazz_fusion'],1.0,1.0
Where was the person born whose successor was Le Hong Phong,where was the person born whose successor was le <A>,['http://dbpedia.org/resource/Lê_Hồng_Phong'],['http://dbpedia.org/resource/Phong_hong'],0.0,0.0
"To what region is Sukhumbhand Paribatra, a leader","to what region is <A>, a leader",['http://dbpedia.org/resource/Sukhumbhand_Paribatra'],['http://dbpedia.org/resource/Sukhumbhand_Paribatra'],1.0,1.0
Where was Picasso's Last Words recorded ,where was <A> recorded ,"[""http://dbpedia.org/resource/Picasso's_Last_Words_(Drink_to_Me)""]",['http://dbpedia.org/resource/Last_words'],0.0,0.0
What is the largest city of the birthplace of Pat Kirkwood,what is the largest city of the birthplace of <A>,['http://dbpedia.org/resource/Pat_Kirkwood_(racing_driver)'],['http://dbpedia.org/resource/Pat_Kirkwood'],0.0,0.0
"For how many movies have the music composer composed music, who have collaborated with Yes ","for how many movies have the music composer composed music, who have collaborated with <A> ",['http://dbpedia.org/resource/Yes_(band)'],['http://dbpedia.org/resource/YES'],0.0,0.0
What is the largest city of Pulau Ubin ,what is the largest city of <A> ,['http://dbpedia.org/resource/Pulau_Ubin'],['http://dbpedia.org/resource/Pulau_Ubin'],1.0,1.0
What is the former team of the Athens borned basketball players ,what is the former team of the <A> borned basketball players ,['http://dbpedia.org/resource/Athens'],['http://dbpedia.org/resource/Athens'],1.0,1.0
What is the total number of other nearest countries to the lakes whose nearest countries is Uganda,what is the total number of other nearest countries to the lakes whose nearest countries is <A>,['http://dbpedia.org/resource/Uganda'],['http://dbpedia.org/resource/Category:1888_in_Uganda'],0.0,0.0
Name the television show directed by Simon Fuller and judged by Jennifier Lopez ,name the television show directed by <A> and judged by jennifier <B> ,"['http://dbpedia.org/resource/Simon_Fuller', 'http://dbpedia.org/resource/Jennifer_Lopez']","['http://dbpedia.org/resource/Simon_Fuller', 'http://dbpedia.org/resource/Lopez']",0.5,0.5
Give me some shows owned by BBC one and BBC hd,give me some shows owned by <A> and <B>,"['http://dbpedia.org/resource/BBC_One', 'http://dbpedia.org/resource/BBC_HD']","['http://dbpedia.org/resource/BBC_One', 'http://dbpedia.org/resource/BBC_HD']",1.0,1.0
Name the shows whose theme was composed by a band in which Jay Lane used to be,name the shows whose theme was composed by a band in which <A> used to be,['http://dbpedia.org/resource/Jay_Lane'],['http://dbpedia.org/resource/Jay_Lane'],1.0,1.0
Where do the rivers from greater London flow into,where do the rivers from <A> flow into,['http://dbpedia.org/resource/Greater_London'],['http://dbpedia.org/resource/Greater_London'],1.0,1.0
List out the people who are related to the relatives of Jared Kushner ,list out the people who are related to the relatives of <A> ,['http://dbpedia.org/resource/Jared_Kushner'],['http://dbpedia.org/resource/Jared_Kushner'],1.0,1.0
Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team,was <B> the headcoach of the mens <A>,"[""http://dbpedia.org/resource/2013–14_Marquette_Golden_Eagles_men's_basketball_team"", 'http://dbpedia.org/resource/Buzz_Williams']","['http://dbpedia.org/resource/Marquette_Golden_Eagles', 'http://dbpedia.org/resource/Buzz_Williams']",0.5,0.5
How many units follow the US Navy Department's command structure,how many units follow us <A> command structure,['http://dbpedia.org/resource/United_States_Department_of_the_Navy'],"['http://dbpedia.org/resource/10,000_metres_at_the_Olympics']",0.0,0.0
Under which US president was a politician in opposition of John G Schmitz,under which us president was a politician in opposition of g <A>,['http://dbpedia.org/resource/John_G._Schmitz'],['http://dbpedia.org/resource/Albums_produced_by_John_Leckie'],0.0,0.0
Whcih creator of Theme Time Radio Hour also created subsequent work of Moondoc Matinee ,whcih creator of <B> also created subsequent work of moondoc <A> ,"['http://dbpedia.org/resource/Moondog_Matinee', 'http://dbpedia.org/resource/Theme_Time_Radio_Hour']","['http://dbpedia.org/resource/Theme_Time_Radio_Hour', 'http://dbpedia.org/resource/Matinee']",0.5,0.5
Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ,which education institute of <A> is also the university of <B> ,"['http://dbpedia.org/resource/Duncan_U._Fletcher', 'http://dbpedia.org/resource/Vanderbilt_Commodores']","['http://dbpedia.org/resource/Duncan_U._Fletcher', 'http://dbpedia.org/resource/Vanderbilt_Commodores']",1.0,1.0
Which license provider of MSX basic is also the designer of Language Integrated Query ,which license provider of <B> is also the designer of <A> ,"['http://dbpedia.org/resource/Language_Integrated_Query', 'http://dbpedia.org/resource/MSX_BASIC']","['http://dbpedia.org/resource/MSX_BASIC', 'http://dbpedia.org/resource/Language_Integrated_Query']",1.0,1.0
Who was the United States president who also served as a governor of Indiana Territory,who was the united states president who also served as a governor of <A>,['http://dbpedia.org/resource/Indiana_Territory'],['http://dbpedia.org/resource/Indiana_Territory'],1.0,1.0
Who built the Ford Y-block engine ,who built the <A> ,['http://dbpedia.org/resource/Ford_Y-block_engine'],['http://dbpedia.org/resource/Ford_Y-block_engine'],1.0,1.0
What are the awards received by spouse of Ellen Lundstrom,what are the awards received by spouse of <A> lundstrom,['http://dbpedia.org/resource/Ellen_Lundström'],['http://dbpedia.org/resource/Ellen'],0.0,0.0
Is Plymouth High School for Girls in Devon county,is <A> in <B> county,"['http://dbpedia.org/resource/Plymouth_High_School_for_Girls', 'http://dbpedia.org/resource/Devon']","['http://dbpedia.org/resource/Plymouth_High_School_for_Girls', 'http://dbpedia.org/resource/Devon_League']",0.5,0.5
In which city is the hub airport of Club One Air,in which city is the hub airport of <A>,['http://dbpedia.org/resource/Club_One_Air'],['http://dbpedia.org/resource/Club_One_Air'],1.0,1.0
List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver.,list the first drivers of grand prixes where <A> hakkinen was a pole driver.,['http://dbpedia.org/resource/Mika_Häkkinen'],['http://dbpedia.org/resource/Mika'],0.0,0.0
Who produced the Pixar Image Computer,who produced the <A>,['http://dbpedia.org/resource/Pixar_Image_Computer'],['http://dbpedia.org/resource/PIxar_Image_Computer'],0.0,0.0
Name the royalty whose daughter was Cleopatra V and was married to Ptolemy XIV of Egypt,name the royalty whose daughter was v and was married to <B> of <A>,"['http://dbpedia.org/resource/Cleopatra_V_of_Egypt', 'http://dbpedia.org/resource/Ptolemy_XIV_of_Egypt']","['http://dbpedia.org/resource/Category:1798_in_Egypt', 'http://dbpedia.org/resource/Ptolemy_XIV']",0.0,0.0
What are some islands in the bahamas,what are some islands in <A>,['http://dbpedia.org/resource/The_Bahamas'],['http://dbpedia.org/resource/Category:1703_in_the_Bahamas'],0.0,0.0
Was mother teresa beatified by John Paul the second,was <A> beatified by <B> the second,"['http://dbpedia.org/resource/Mother_Teresa', 'http://dbpedia.org/resource/Pope_John_Paul_II']","['http://dbpedia.org/resource/Mother_Teresa', 'http://dbpedia.org/resource/John_Paul']",0.5,0.5
Who is the designer of Saleen S5S Raptor ,who is the designer of <A> ,['http://dbpedia.org/resource/Saleen_S5S_Raptor'],['http://dbpedia.org/resource/Saleen_S5S_Raptor'],1.0,1.0
Name some TV shows whose theme is made by a band associated with Buckethead,name some tv shows whose theme is made by a band associated with <A>,['http://dbpedia.org/resource/Buckethead'],['http://dbpedia.org/resource/Buckethead'],1.0,1.0
How many different people hold authority over the members of Balanidae family,how many different people hold authority over the members of <A> family,['http://dbpedia.org/resource/Balanidae'],['http://dbpedia.org/resource/Balanidae'],1.0,1.0
Which basketball team's coach is Kurt Rambis,which basketball team coach is <A>,['http://dbpedia.org/resource/Kurt_Rambis'],['http://dbpedia.org/resource/Kurt_Rambis'],1.0,1.0
How many other region served are there of the companies which serves  Pacific Ocean ,how many other region served are there of the companies which serves <A> ,['http://dbpedia.org/resource/Pacific_Ocean'],['http://dbpedia.org/resource/Pacific_Ocean'],1.0,1.0
Which common prime minister did Graham Richardson and Bon McMullan serve ,which common prime minister did <A> and bon <B> serve ,"['http://dbpedia.org/resource/Graham_Richardson', 'http://dbpedia.org/resource/Bob_McMullan']","['http://dbpedia.org/resource/Graham_Richardson', 'http://dbpedia.org/resource/McMullan']",0.5,0.5
Name the alma mater of Ernest de Saisset ,name the alma mater of <A> ,['http://dbpedia.org/resource/Ernest_de_Saisset'],['http://dbpedia.org/resource/Ernest_de_Saisset'],1.0,1.0
Where does the Giannis Alafouzos originate,where does the <A> originate,['http://dbpedia.org/resource/Giannis_Alafouzos'],['http://dbpedia.org/resource/Giannis_Alafouzos'],1.0,1.0
Whose constituency is Duboce Triangle ,whose constituency is <A> ,"['http://dbpedia.org/resource/Duboce_Triangle,_San_Francisco']",['http://dbpedia.org/resource/Duboce_Triangle'],0.0,0.0
Name the office holder with predecessor as Mark Latham and partner Tim Mathieson ,name the office holder with predecessor as <A> and partner <B> ,"['http://dbpedia.org/resource/Mark_Latham', 'http://dbpedia.org/resource/Tim_Mathieson']","['http://dbpedia.org/resource/Mark_Latham', 'http://dbpedia.org/resource/Tim_Mathieson']",1.0,1.0
What are some party leaders of the parties which have had a seat in Berlin,what are some party leaders of the parties which have had a seat in <A>,['http://dbpedia.org/resource/Berlin'],['http://dbpedia.org/resource/Air_Berlin'],0.0,0.0
What awards have been given to Screenwriters,what awards have been given to <A>s,['http://dbpedia.org/resource/Screenwriter'],['http://dbpedia.org/resource/Category:Arab_screenwriters'],0.0,0.0
What is the location city of the Denver Broncos which is also  place of birth of the William C. Cramer ,what is the location city of the <A> which is also place of birth of the <B> ,"['http://dbpedia.org/resource/Denver_Broncos', 'http://dbpedia.org/resource/William_C._Cramer']","['http://dbpedia.org/resource/William_C._Cramer', 'http://dbpedia.org/resource/Denver_Broncos']",1.0,1.0
What companies are located in toronto,what companies are located in <A>,['http://dbpedia.org/resource/Toronto'],['http://dbpedia.org/resource/Category:1960_in_Toronto'],0.0,0.0
Which video game's artist is Hiroji Kiyotake and computing platform is Virtual Console,which video game artist is <A> and computing platform is <B>,"['http://dbpedia.org/resource/Hiroji_Kiyotake', 'http://dbpedia.org/resource/Virtual_Console']","['http://dbpedia.org/resource/Hiroji_Kiyotake', 'http://dbpedia.org/resource/Virtual_Console']",1.0,1.0
What is the city of the Maine School of Science and Mathematics is also the resting place of Charles A. Boutelle ,what is the city of the <A> is also the resting place of <B> ,"['http://dbpedia.org/resource/Maine_School_of_Science_and_Mathematics', 'http://dbpedia.org/resource/Charles_A._Boutelle']","['http://dbpedia.org/resource/Science_and_Mathematics_Academy', 'http://dbpedia.org/resource/Maine_Law_School']",0.0,0.0
Which Harris County based company is a subsidiary of Tandem Computers,which <A> based company is a subsidiary of <B>,"['http://dbpedia.org/resource/Harris_County,_Texas', 'http://dbpedia.org/resource/Tandem_Computers']","['http://dbpedia.org/resource/Harris_County', 'http://dbpedia.org/resource/Tandem_Computers']",0.5,0.5
List the characters of Lysistrata ,list the characters of <A> ,['http://dbpedia.org/resource/Lysistrata'],['http://dbpedia.org/resource/Lysistrata'],1.0,1.0
Where is the office of P Elmo Futrell Jr,where is the office of p <A> jr,"['http://dbpedia.org/resource/P._Elmo_Futrell,_Jr.']",['http://dbpedia.org/resource/J.M._Futrell'],0.0,0.0
Which spouse of Ptolemy XIV had a mother named Ptolemy XII auletes ,which spouse of <B> had a mother named <A> ,"['http://dbpedia.org/resource/Ptolemy_XII_Auletes', 'http://dbpedia.org/resource/Ptolemy_XIV_of_Egypt']","['http://dbpedia.org/resource/Ptolemy_XIV', 'http://dbpedia.org/resource/Ptolemy_XII_Auletes']",0.5,0.5
What is the baseball team whose club manager's debut team is Houston Astros,what is the baseball team whose club manager debut team is <A>,['http://dbpedia.org/resource/Houston_Astros'],['http://dbpedia.org/resource/Houston_Astros'],1.0,1.0
List the producer of the television shows distributed by FremantleMedia.,list the producer of the television shows distributed by <A>.,['http://dbpedia.org/resource/FremantleMedia'],['http://dbpedia.org/resource/FremantleMedia'],1.0,1.0
What stadium's operator is Stan Kroenke,what stadium operator is <A>,['http://dbpedia.org/resource/Stan_Kroenke'],['http://dbpedia.org/resource/Stan_Kroenke'],1.0,1.0
How many corporations were founded in Texas,how many corporations were founded in <A>,['http://dbpedia.org/resource/Texas'],['http://dbpedia.org/resource/Category:1716_in_Texas'],0.0,0.0
List all binomial authority of the insects whose one of the  binomial authority is douard Mntries,list all binomial authority of the insects whose one of the binomial authority is <A> mntries,['http://dbpedia.org/resource/Édouard_Ménétries'],['http://dbpedia.org/resource/'],0.0,0.0
In which state is Red Willow Creek,in which state is <A>,['http://dbpedia.org/resource/Red_Willow_Creek'],['http://dbpedia.org/resource/Red_Willow_Creek'],1.0,1.0
Where does Manu cornet work,where does <A> work,['http://dbpedia.org/resource/Manu_Cornet'],['http://dbpedia.org/resource/Manu_Cornet'],1.0,1.0
Name the resting place of Fazlur Rahman Khan ,name the resting place of <A> ,['http://dbpedia.org/resource/Fazlur_Rahman_Khan'],['http://dbpedia.org/resource/Fazlur_Rahman_Khan'],1.0,1.0
In which place is the company which is known for Barbara bestor located ,in which place is the company which is known for <A> located ,['http://dbpedia.org/resource/Barbara_Bestor'],['http://dbpedia.org/resource/Barbara_Bestor'],1.0,1.0
Count all the places where companies located in Ontario operate.,count all the places where companies located in <A> operate.,['http://dbpedia.org/resource/Ontario'],['http://dbpedia.org/resource/Category:1840_in_Ontario'],0.0,0.0
What is the famous relative of Mrunalini Kunte known for,what is the famous relative of <A> known for,['http://dbpedia.org/resource/Mrunalini_Kunte'],['http://dbpedia.org/resource/Mrunalini_Kunte'],1.0,1.0
What is the resting place of the person who is the successor of James W. Hyatt ,what is the resting place of the person who is the successor of <A> ,['http://dbpedia.org/resource/James_W._Hyatt'],['http://dbpedia.org/resource/James_W._Hyatt'],1.0,1.0
What politician's partner is Diana Taylor ,what politician partner is <A> ,['http://dbpedia.org/resource/Diana_Taylor_(superintendent)'],['http://dbpedia.org/resource/Diana_Taylor'],0.0,0.0
What is the district of Methodist Central Hall Westminster ,what is the district of <A> ,['http://dbpedia.org/resource/Methodist_Central_Hall_Westminster'],['http://dbpedia.org/resource/Methodist_Central_Hall_Westminster'],1.0,1.0
What is the academic journal whose editor is Stephen Law,what is the academic journal whose editor is <A>,['http://dbpedia.org/resource/Stephen_Law'],['http://dbpedia.org/resource/Stephen_Law'],1.0,1.0
Does Jean Louis Arcand work for Geneva,does <A> work for <B>,"['http://dbpedia.org/resource/Jean-Louis_Arcand', 'http://dbpedia.org/resource/Geneva']","['http://dbpedia.org/resource/Jean-Louis_Arcand', 'http://dbpedia.org/resource/Geneva']",1.0,1.0
How many religions are followed amongst the people who've worked in the Korean army,how many religions are followed amongst the people who've worked in the korean <A>,['http://dbpedia.org/resource/Republic_of_Korea_Army'],"[""http://dbpedia.org/resource/Category:A-Class_Dad's_Army_articles""]",0.0,0.0
List the people died in Hyderabad and are a member of political party ,list the people died in <A> and are a member of political party ,['http://dbpedia.org/resource/Hyderabad'],"['http://dbpedia.org/resource/Culture_of_Hyderabad,_India']",0.0,0.0
What kind of buildings were designed by Pyusawhti,what kind of buildings were designed by <A>,['http://dbpedia.org/resource/Pyusawhti'],['http://dbpedia.org/resource/Pyusawhti'],1.0,1.0
Is Esther Alder the mayor of Geneva,is <B> the mayor of <A>,"['http://dbpedia.org/resource/Geneva', 'http://dbpedia.org/resource/Esther_Alder']","['http://dbpedia.org/resource/Esther_Alder', 'http://dbpedia.org/resource/Geneva']",1.0,1.0
What are the baseball players who played for San Francisco Giants,what are the baseball players who played for <A>,['http://dbpedia.org/resource/San_Francisco_Giants'],['http://dbpedia.org/resource/San_Francisco_Giants'],1.0,1.0
Which architect of Marine Corps Air Station Kaneohe Bay was also tenant of New Sanno hotel /',which architect of <A> was also tenant of <B> /',"['http://dbpedia.org/resource/Marine_Corps_Air_Station_Kaneohe_Bay', 'http://dbpedia.org/resource/New_Sanno_Hotel']","['http://dbpedia.org/resource/Marine_Corps_Air_Station_Kaneohe_Bay', 'http://dbpedia.org/resource/New_Sanno_Hotel']",1.0,1.0
Which ship builder built the USS Camp and Sturtevant ,which ship builder built the <A> and <B> ,"['http://dbpedia.org/resource/USS_Camp_(DE-251)', 'http://dbpedia.org/resource/USS_Sturtevant_(DE-239)']","['http://dbpedia.org/resource/USS_Camp', 'http://dbpedia.org/resource/Sturtevant']",0.0,0.0
Where does the Jerusalem Institute of Justice render their services,where does the <A> render their services,['http://dbpedia.org/resource/Jerusalem_Institute_of_Justice'],['http://dbpedia.org/resource/Jerusalem_Institute_of_Justice'],1.0,1.0
What are some movies whose score is composed by relatives of Bodhi Elfman,what are some movies whose score is composed by relatives of <A>,['http://dbpedia.org/resource/Bodhi_Elfman'],['http://dbpedia.org/resource/Bodhi_Elfman'],1.0,1.0
Which political party got elected in First Legislative Assembly of Uttar Pradesh ,which political party got elected in <A> ,['http://dbpedia.org/resource/First_Legislative_Assembly_of_Uttar_Pradesh'],['http://dbpedia.org/resource/First_Legislative_Assembly_of_Uttar_Pradesh'],1.0,1.0
"How many companies were founded in Menlo Park, California",how many companies were founded in <A>,"['http://dbpedia.org/resource/Menlo_Park,_California']","['http://dbpedia.org/resource/Menlo_Park,_California']",1.0,1.0
What is the television show whose channel's parent organisation is Fox Sports,what is the television show whose channel parent organisation is <A>,['http://dbpedia.org/resource/Fox_Sports_(United_States)'],['http://dbpedia.org/resource/Fox_Sports'],0.0,0.0
Which bands are associated to David Paton,which bands are associated to <A>,['http://dbpedia.org/resource/David_Paton'],['http://dbpedia.org/resource/David_Paton'],1.0,1.0
Who wrote a streetcar named desire,who wrote a <A>,['http://dbpedia.org/resource/A_Streetcar_Named_Desire_(play)'],['http://dbpedia.org/resource/Streetcar_Named_Desire'],0.0,0.0
What sports can be played at universities in Metro Manila,what sports can be played at universities in <A>,['http://dbpedia.org/resource/Metro_Manila'],['http://dbpedia.org/resource/Metro_Manila'],1.0,1.0
Where does Kafue and Shire river flow into,where does and <B> <A> flow into,"['http://dbpedia.org/resource/Kafue_River', 'http://dbpedia.org/resource/Shire_River']","['http://dbpedia.org/resource/Kafue', 'http://dbpedia.org/resource/Shire_River']",0.5,0.5
Which US state gave  us Brian Deegan and Harold Lyold,which us state gave us <A> and <B> lyold,"['http://dbpedia.org/resource/Brian_Deegan_(rider)', 'http://dbpedia.org/resource/Harold_Lloyd']","['http://dbpedia.org/resource/Brian_Deegan', 'http://dbpedia.org/resource/Harold_Lloyd']",0.5,0.5
Who is the president when Loretta Ucelli used to work for Democratic party,who is the president when <A> used to work for democratic party,['http://dbpedia.org/resource/Loretta_Ucelli'],['http://dbpedia.org/resource/Loretta_Ucelli'],1.0,1.0
was Charlemagne canonized by antipope pachal 3,was <A> canonized by <B> pachal 3,"['http://dbpedia.org/resource/Charlemagne', 'http://dbpedia.org/resource/Antipope_Paschal_III']","['http://dbpedia.org/resource/Charlemagne', 'http://dbpedia.org/resource/Antipope']",0.5,0.5
What are the players whose former teams are Carolina Panthers and Indianapolis Colts,what are the players whose former teams are <A> and <B>,"['http://dbpedia.org/resource/Carolina_Panthers', 'http://dbpedia.org/resource/Indianapolis_Colts']","['http://dbpedia.org/resource/Carolina_Panthers', 'http://dbpedia.org/resource/Indianapolis_Colts']",1.0,1.0
Is Akan spoken in Ghana,is <B> spoken in <A>,"['http://dbpedia.org/resource/Ghana', 'http://dbpedia.org/resource/Akan_language']","['http://dbpedia.org/resource/Akan', 'http://dbpedia.org/resource/1950s_in_Ghana']",0.0,0.0
How many basketball players studied in the Midland College,how many basketball players studied in the <A>,['http://dbpedia.org/resource/Midland_College'],['http://dbpedia.org/resource/Midland_College'],1.0,1.0
Rickenbacker is a musical instrument played by which artists,<A> is a musical instrument played by which artists,['http://dbpedia.org/resource/Rickenbacker'],['http://dbpedia.org/resource/Rickenbacker'],1.0,1.0
Deion sanders and Hinkey haines debuted their career with which common team,<B> and <A> debuted their career with which common team,"['http://dbpedia.org/resource/Hinkey_Haines', 'http://dbpedia.org/resource/Deion_Sanders']","['http://dbpedia.org/resource/Deion_Sanders', 'http://dbpedia.org/resource/Hinkey_Haines']",1.0,1.0
Is Liang Chow the headcoach of Shawn Johnson,is <B> the headcoach of <A>,"['http://dbpedia.org/resource/Shawn_Johnson', 'http://dbpedia.org/resource/Liang_Chow']","['http://dbpedia.org/resource/Liang_Chow', 'http://dbpedia.org/resource/Shawn_Johnson']",1.0,1.0
List the work institute of the medicians who has also worked at University of Miami ,list the work institute of the medicians who has also worked at <A> ,['http://dbpedia.org/resource/University_of_Miami'],['http://dbpedia.org/resource/1956_NCAA_University_Division_football_season'],0.0,0.0
What ethinicity of Linda Hogan is also the state of origin of Holmes Colbert ,what ethinicity of <A> is also the state of origin of <B> ,"['http://dbpedia.org/resource/Linda_Hogan', 'http://dbpedia.org/resource/Holmes_Colbert']","['http://dbpedia.org/resource/Linda_Hogan', 'http://dbpedia.org/resource/Holmes_Colbert']",1.0,1.0
In which television shows has Eliza Schneider given her voice,in which television shows has <A> given her voice,['http://dbpedia.org/resource/Eliza_Schneider'],['http://dbpedia.org/resource/Eliza_Schneider'],1.0,1.0
Where are jockeys in Dubai World Cup from,where are jockeys in <A> from,['http://dbpedia.org/resource/Dubai_World_Cup'],['http://dbpedia.org/resource/Dubai_World_Cup'],1.0,1.0
From which country is Lawrence Okoye's nationality ,from which country is <A> nationality ,['http://dbpedia.org/resource/Lawrence_Okoye'],['http://dbpedia.org/resource/Lawrence_Okoye'],1.0,1.0
Which american football players currently plays for Michigan Wolverines,which american football players currently plays for <A>,['http://dbpedia.org/resource/Michigan_Wolverines'],['http://dbpedia.org/resource/Michigan_Wolverines'],1.0,1.0
What is the location of the Walter Evans Edge office which is also the place of birth of henry Miller ,what is the location of the <A> office which is also the place of birth of <B> ,"['http://dbpedia.org/resource/Walter_Evans_Edge', 'http://dbpedia.org/resource/Henry_Miller_Shreve']","['http://dbpedia.org/resource/Walter_Evans_Edge', 'http://dbpedia.org/resource/Henry_Miller']",0.5,0.5
What is the base currency of Benelux ,what is the base currency of <A> ,['http://dbpedia.org/resource/Benelux'],['http://dbpedia.org/resource/Benelux'],1.0,1.0
"What other destinations do airlines go to, whose flights also come to Glasgow","what other destinations do airlines go to, whose flights also come to <A>",['http://dbpedia.org/resource/Glasgow_Airport'],['http://dbpedia.org/resource/Areas_of_Glasgow'],0.0,0.0
List down the common sports played by PATTS College of Aeronautics and lytechnic University of the Philippines Taguig ,list down common sports played by <A> and of <B> ,"['http://dbpedia.org/resource/PATTS_College_of_Aeronautics', 'http://dbpedia.org/resource/Polytechnic_University_of_the_Philippines_Taguig']","['http://dbpedia.org/resource/10,000_metres_at_the_Olympics', 'http://dbpedia.org/resource/Category:1956_NCAA_University_Division_football_season']",0.0,0.0
Where did Steve Romeo dies ,where did <A> dies ,['http://dbpedia.org/resource/Steve_Romeo'],['http://dbpedia.org/resource/Steve_Romeo'],1.0,1.0
"Of the sports commonly played at Islamic Azad Uni, tehran, which one does Jon Speelman play","of the sports commonly played at <B> uni, tehran, which one does <A> play","['http://dbpedia.org/resource/Jon_Speelman', 'http://dbpedia.org/resource/Islamic_Azad_University_Central_Tehran_Branch']","['http://dbpedia.org/resource/Islamic_Azad_University', 'http://dbpedia.org/resource/Jon_Speelman']",0.5,0.5
What is the government type of Ancient Rome ,what is the government type of <A> ,['http://dbpedia.org/resource/Ancient_Rome'],['http://dbpedia.org/resource/Ancient_Rome'],1.0,1.0
Who are the animator of The Skeleton Dance,who are the animator of <A>,['http://dbpedia.org/resource/The_Skeleton_Dance'],['http://dbpedia.org/resource/Skeleton_Dance'],0.0,0.0
What is the birth location of the pope who was canonized by Agatha of Sicily,what is the birth location of the pope who was canonized by <A>,['http://dbpedia.org/resource/Agatha_of_Sicily'],['http://dbpedia.org/resource/Category:12th-century_Kings_of_Sicily'],0.0,0.0
Who have become famous by movies produced by Laurence Mark,who have become famous by movies produced by <A>,['http://dbpedia.org/resource/Laurence_Mark'],['http://dbpedia.org/resource/Laurence_Mark'],1.0,1.0
What is the common country of Ganz UV and Balaton wine region ,what is the common country of <A> and <B> ,"['http://dbpedia.org/resource/Ganz_UV', 'http://dbpedia.org/resource/Balaton_wine_region']","['http://dbpedia.org/resource/Ganz_UV', 'http://dbpedia.org/resource/Balaton_wine_region']",1.0,1.0
What organization is the parent of Greenpeace Nordic,what organization is the parent of <A>,['http://dbpedia.org/resource/Greenpeace_Nordic'],['http://dbpedia.org/resource/Greenpeace_Nordic'],1.0,1.0
Give me some softwares which run on mac os,give me some softwares which run on <A>,['http://dbpedia.org/resource/Mac_OS'],['http://dbpedia.org/resource/Mac_OS'],1.0,1.0
Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice,which destination of the <A> is also the predecessor of the <B>,"['http://dbpedia.org/resource/Novair_International_Airways', 'http://dbpedia.org/resource/Chevrolet_Caprice']","['http://dbpedia.org/resource/Novair_International_Airways', 'http://dbpedia.org/resource/Chevrolet_Caprice']",1.0,1.0
